program,code,agreement,n_models,models_agreed,name_th,name_match,name_variants
IT,06016447,ALL3,3,deepseek|gemini|qwen,การพัฒนาเกมขั้นต้นด้วยเกมเอนจิ้น,yes,
IT,06016448,ALL3,3,deepseek|gemini|qwen,การพัฒนาเกมขั้นสูงด้วยเกมเอนจิ้น,yes,
IT,06016449,ALL3,3,deepseek|gemini|qwen,เกมมิฟิเคชัน,yes,
IT,06016450,ALL3,3,deepseek|gemini|qwen,การพัฒนาเกมด้วยเทคโนโลยีเสมือนจริง,yes,
IT,06016451,ALL3,3,deepseek|gemini|qwen,การบริหารทรัพยากรองค์กร,yes,
IT,06016452,ALL3,3,deepseek|gemini|qwen,การจัดการห่วงโซ่อุปทานและโลจิสติกส์,yes,
IT,06016453,ALL3,3,deepseek|gemini|qwen,การบริหารระบบลูกค้าสัมพันธ์,yes,
IT,06016454,ALL3,3,deepseek|gemini|qwen,เครื่องมือยูเอ็กซ์และการพัฒนาซอฟต์แวร์สำหรับธุรกิจดิจิทัล,yes,
IT,06016455,ALL3,3,deepseek|gemini|qwen,การวิเคราะห์พฤติกรรมลูกค้า,yes,
IT,06016456,ALL3,3,deepseek|gemini|qwen,แบบจำลองธุรกิจ,yes,
IT,06016457,ALL3,3,deepseek|gemini|qwen,ระบบฐานข้อมูลขั้นสูง,yes,
IT,06016458,ALL3,3,deepseek|gemini|qwen,การดูแลและบำรุงรักษาระบบฐานข้อมูล,yes,
IT,06016459,ALL3,3,deepseek|gemini|qwen,การรับรองมาตรฐานและคุณภาพซอฟต์แวร์,yes,
IT,06016460,ALL3,3,deepseek|gemini|qwen,ปัญญาประดิษฐ์,yes,
IT,06016461,ALL3,3,deepseek|gemini|qwen,การประมวลผลภาษาธรรมชาติเบื้องต้น,yes,
IT,06016462,ALL3,3,deepseek|gemini|qwen,เทคโนโลยีสื่อสารเคลื่อนที่,yes,
IT,06016463,ALL3,3,deepseek|gemini|qwen,เทคโนโลยีการคำนวณด้วยคอมพิวเตอร์แบบผสมผสาน,yes,
IT,06016464,ALL3,3,deepseek|gemini|qwen,ความมั่นคงปลอดภัยไซเบอร์ทางปฏิบัติ,yes,
IT,06016465,ALL3,3,deepseek|gemini|qwen,การออกแบบศูนย์ข้อมูล,yes,
IT,06016466,ALL3,3,deepseek|gemini|qwen,การแก้ไขปัญหาระบบและเครือข่าย,yes,
IT,06016467,ALL3,3,deepseek|gemini|qwen,การแปลงข้อมูลและการรู้จํารูปภาพ,no,การแปลงข้อมูลและการรู้จํารูปภาพ / การแปลงข้อมูลและการรู้จำรูปภาพ
IT,06016468,ALL3,3,deepseek|gemini|qwen,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวิดีโอทางการแพทย์,no,การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวิดีโอทางการแพทย์ / การเรียนรู้เชิงลึกสำหรับการวิเคราะห์ภาพและวีดิโอทางการแพทย์
IT,06016469,ALL3,3,deepseek|gemini|qwen,การวิเคราะห์ข้อมูลสุขภาพเบื้องต้น,yes,
IT,06016470,ALL3,3,deepseek|gemini|qwen,การได้มาและการจัดการข้อมูลทางด้านคลินิก,yes,
IT,06016471,ALL3,3,deepseek|gemini|qwen,การวิเคราะห์ข้อมูลขนาดใหญ่,yes,
IT,06016472,ALL3,3,deepseek|gemini|qwen,กระบวนการอัตโนมัติด้วยโรบอต,yes,
IT,06016473,ALL3,3,deepseek|gemini|qwen,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,yes,
IT,06016474,ALL3,3,deepseek|gemini|qwen,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,yes,
IT,06016475,ALL3,3,deepseek|gemini|qwen,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,yes,
IT,06016476,ALL3,3,deepseek|gemini|qwen,หัวข้อพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,yes,
IT,06016477,ALL3,3,deepseek|gemini|qwen,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 1,no,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 1 / ปฎิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 1
IT,06016478,ALL3,3,deepseek|gemini|qwen,ปฎิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 2,no,ปฎิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 2 / ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 2
IT,06016479,ALL3,3,deepseek|gemini|qwen,ปฎิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 3,no,ปฎิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 3 / ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 3
IT,06016480,ALL3,3,deepseek|gemini|qwen,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 4,no,ปฏิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 4 / ปฎิบัติการพิเศษทางด้านเทคโนโลยีสารสนเทศ 4
IT,06016481,ALL3,3,deepseek|gemini|qwen,สหกิจศึกษา,yes,
IT,06016482,ALL3,3,deepseek|gemini|qwen,สหกิจศึกษาต่างประเทศ,yes,
IT,06066000,ALL3,3,deepseek|gemini|qwen,คณิตศาสตร์ไม่ต่อเนื่อง,yes,
IT,06066001,ALL3,3,deepseek|gemini|qwen,ความน่าจะเป็นและสถิติ,yes,
IT,06066100,ALL3,3,deepseek|gemini|qwen,การบริหารโครงการเทคโนโลยีสารสนเทศ,yes,
IT,06066101,ALL3,3,deepseek|gemini|qwen,พื้นฐานทางธุรกิจสำหรับเทคโนโลยีสารสนเทศ,yes,
IT,06066102,ALL3,3,deepseek|gemini|qwen,ระบบสารสนเทศเพื่อการจัดการ,yes,
IT,06066300,ALL3,3,deepseek|gemini|qwen,แนวคิดระบบฐานข้อมูล,yes,
IT,06066301,ALL3,3,deepseek|gemini|qwen,โครงสร้างข้อมูลและอัลกอริทึม,yes,
IT,06066302,ALL3,3,deepseek|gemini|qwen,การเขียนโปรแกรมเว็บพื้นฐาน,yes,
IT,06066303,ALL3,3,deepseek|gemini|qwen,การแก้ปัญหาและการโปรแกรมคอมพิวเตอร์,yes,
IT,06066304,ALL3,3,deepseek|gemini|qwen,การวิเคราะห์และออกแบบระบบสารสนเทศ,yes,
IT,90641001,ALL3,3,deepseek|gemini|qwen,โรงเรียนสร้างเสน่ห์,yes,
IT,90641002,ALL3,3,deepseek|gemini|qwen,ความฉลาดทางดิจิทัล,yes,
IT,90641003,ALL3,3,deepseek|gemini|qwen,กีฬาและนันทนาการ,no,กีฬาและนันทนาการ / กีฬาและนันทนาการ 1
IT,90642033,ALL3,3,deepseek|gemini|qwen,กฎหมายสำหรับคนรุ่นใหม่,yes,
IT,90643021,ALL3,3,deepseek|gemini|qwen,ผู้ประกอบการสมัยใหม่,yes,
IT,90644007,ALL3,3,deepseek|gemini|qwen,ภาษาอังกฤษพื้นฐาน 1,yes,
IT,90644008,ALL3,3,deepseek|gemini|qwen,ภาษาอังกฤษพื้นฐาน 2,yes,
IT,90644042,ALL3,3,deepseek|gemini|qwen,การสื่อสารและการนำเสนออย่างมืออาชีพ,yes,
